,product_id,category,color,size,season,supplier,cost_price,list_price
18694,P018695,Shoes,Green,XL,Winter,suppliera,13.42,112.15
18695,P018696,Bottoms,Red,L,Winter,supplierc,9.51,62.46
18696,P018697,Accessories,Red,S,Spring,supplierd,10.5,46.67
18697,P018698,Accessories,Yellow,L,Fall,supplierc,22.39,105.97
18698,P018699,Bottoms,Blue,XL,Spring,supplierc,35.48,63.56
18699,P018700,Bottoms,Green,M,Winter,supplierd,34.65,24.04
18700,P018701,Tops,Green,S,Summer,supplierd,48.74,10.6
18701,P018702,Tops,Red,L,Spring,suppliera,55.4,38.62
18702,P018703,Tops,Green,M,Spring,suppliera,27.68,43.96
18703,P018704,Tops,Blue,XS,Winter,supplierc,15.73,122.51
18704,P018705,Dresses,Green,XL,Spring,suppliera,72.62,88.95
18705,P018706,Dresses,Green,XL,Spring,supplierc,30.32,63.95
18706,P018707,Accessories,Blue,M,Fall,supplierb,8.87,183.68
18707,P018708,Dresses,White,M,Spring,supplierb,48.35,127.49
18708,P018709,Dresses,Green,S,Fall,supplierc,31.48,177.22
18709,P018710,Tops,Yellow,L,Winter,supplierb,42.36,70.45
18710,P018711,Tops,Red,XS,Fall,supplierc,11.84,37.21
18711,P018712,Bottoms,Black,S,Summer,supplierb,27.37,115.22
18712,P018713,Tops,Red,S,Summer,supplierc,35.08,189.66
18713,P018714,Bottoms,Yellow,XS,Spring,supplierc,75.28,45.37
18714,P018715,Bottoms,Red,XL,Spring,suppliera,17.82,108.83
18715,P018716,Dresses,White,S,Summer,supplierd,71.26,128.02
18716,P018717,Tops,White,XL,Summer,supplierc,53.87,61.57
18717,P018718,Dresses,Red,L,Winter,suppliera,30.53,123.03
18718,P018719,Tops,Green,M,Fall,supplierd,8.21,74.76
18719,P018720,Dresses,Red,L,Summer,supplierb,45.51,91.78
18720,P018721,Dresses,Yellow,M,Spring,supplierd,71.06,116.97
18721,P018722,Dresses,Green,S,Fall,suppliera,62.88,189.55
18722,P018723,Accessories,Blue,M,Winter,suppliera,47.01,91.89
18723,P018724,Dresses,Blue,XS,Summer,supplierc,63.28,86.26
18724,P018725,Shoes,White,XS,Spring,supplierb,20.3,72.29
18725,P018726,Shoes,Black,L,Spring,supplierd,23.12,87.31
18726,P018727,Shoes,Black,XS,Spring,suppliera,40.86,71.96
18727,P018728,Bottoms,Yellow,L,Summer,supplierd,35.26,63.09
18728,P018729,Dresses,White,XL,Winter,supplierb,19.66,107.55
18729,P018730,Shoes,Blue,XL,Winter,suppliera,70.94,187.89
18730,P018731,Bottoms,White,L,Spring,supplierd,50.59,97.34
18731,P018732,Shoes,Blue,L,Winter,supplierc,25.26,165.67
18732,P018733,Tops,Green,L,Summer,suppliera,36.85,139.56
18733,P018734,Accessories,Yellow,M,Fall,suppliera,6.22,179.52
18734,P018735,Dresses,Blue,XS,Summer,suppliera,9.37,27.03
18735,P018736,Accessories,Blue,M,Spring,supplierc,8.29,24.75
18736,P018737,Accessories,Blue,M,Winter,suppliera,48.01,71.0
18737,P018738,Tops,Black,M,Summer,supplierb,24.28,117.34
18738,P018739,Tops,Blue,XL,Winter,supplierd,72.3,78.82
18739,P018740,Unknown,Red,XL,Fall,supplierc,32.19,82.33
18740,P018741,Bottoms,Green,M,Spring,supplierd,9.31,46.75
18741,P018742,Shoes,Black,S,Winter,supplierd,77.38,114.04
18742,P018743,Dresses,Red,M,Spring,supplierb,23.54,81.58
18743,P018744,Tops,Black,S,Summer,supplierb,45.77,59.74
18744,P018745,Dresses,Black,S,Winter,supplierb,69.07,41.46
18745,P018746,Dresses,Red,XS,Summer,supplierb,78.11,130.56
18746,P018747,Dresses,White,L,Winter,supplierc,64.31,137.67
18747,P018748,Tops,Yellow,M,Winter,supplierd,19.66,118.37
18748,P018749,Tops,Yellow,M,Fall,suppliera,49.67,13.45
18749,P018750,Shoes,Yellow,M,Fall,supplierc,67.43,59.57
18750,P018751,Tops,White,L,Spring,supplierd,19.92,113.39
18751,P018752,Tops,Blue,S,Summer,supplierb,29.93,65.05
18752,P018753,Dresses,Red,M,Spring,supplierd,68.21,179.28
18753,P018754,Shoes,Blue,M,Fall,supplierc,12.8,46.22
18754,P018755,Accessories,Yellow,L,Winter,supplierb,77.9,74.86
18755,P018756,Tops,White,XL,Spring,supplierc,22.79,53.76
18756,P018757,Tops,Red,L,Winter,supplierc,60.61,106.06
18757,P018758,Accessories,Red,L,Spring,supplierc,51.6,130.68
18758,P018759,Dresses,Red,XL,Summer,supplierb,23.1,118.63
18759,P018760,Shoes,Blue,XS,Winter,supplierd,72.52,198.99
18760,P018761,Dresses,Black,L,Spring,suppliera,32.92,35.29
18761,P018762,Unknown,Black,L,Summer,supplierb,74.24,72.82
18762,P018763,Tops,Yellow,M,Spring,supplierc,47.63,33.38
18763,P018764,Bottoms,Black,S,Fall,supplierc,70.13,77.8
18764,P018765,Tops,Red,S,Summer,supplierd,45.04,130.78
18765,P018766,Bottoms,White,L,Fall,suppliera,5.91,107.07
18766,P018767,Accessories,Blue,S,Spring,suppliera,45.66,149.23
18767,P018768,Tops,Blue,M,Summer,suppliera,45.19,26.03
18768,P018769,Tops,White,L,Winter,supplierb,29.74,83.3
18769,P018770,Bottoms,Black,L,Spring,supplierc,60.21,94.61
18770,P018771,Shoes,Yellow,L,Spring,supplierb,7.65,167.45
18771,P018772,Bottoms,Green,M,Summer,suppliera,8.78,52.88
18772,P018773,Tops,Unknown,S,Fall,supplierd,73.96,143.59
18773,P018774,Tops,Black,L,Spring,supplierd,22.54,43.46
18774,P018775,Shoes,Red,XL,Fall,supplierd,42.73,199.04
18775,P018776,Dresses,White,L,Summer,supplierc,9.51,45.47
18776,P018777,Shoes,Black,S,Fall,suppliera,25.53,198.89
18777,P018778,Dresses,Blue,XS,Summer,suppliera,30.65,74.75
18778,P018779,Tops,Green,XS,Spring,supplierd,52.32,131.59
18779,P018780,Accessories,Green,XS,Fall,supplierd,42.38,62.71
18780,P018781,Accessories,Green,XL,Fall,supplierb,75.63,118.4
18781,P018782,Bottoms,Black,XS,Summer,supplierb,23.12,18.83
18782,P018783,Shoes,Black,M,Winter,supplierb,21.27,177.34
18783,P018784,Shoes,Red,M,Winter,supplierc,73.39,95.16
18784,P018785,Accessories,Unknown,XS,Fall,supplierc,72.75,19.3
18785,P018786,Dresses,Blue,XS,Winter,supplierb,64.6,133.81
18786,P018787,Shoes,Yellow,S,Winter,suppliera,51.78,189.55
18787,P018788,Dresses,Green,M,Spring,supplierb,34.46,98.56
18788,P018789,Dresses,White,S,Summer,suppliera,29.63,124.24
18789,P018790,Dresses,White,S,Fall,supplierb,50.37,143.5
18790,P018791,Dresses,Blue,XS,Spring,supplierc,50.67,189.72
18791,P018792,Bottoms,Black,S,Summer,supplierd,75.1,168.31
18792,P018793,Bottoms,Yellow,XS,Winter,suppliera,25.59,18.76
18793,P018794,Accessories,Green,XS,Fall,supplierc,63.4,153.23
18794,P018795,Bottoms,Yellow,L,Fall,supplierc,10.56,26.69
18795,P018796,Shoes,White,M,Summer,supplierd,56.68,57.91
18796,P018797,Bottoms,Blue,XL,Winter,supplierd,53.32,68.3
18797,P018798,Shoes,Red,M,Summer,supplierc,72.06,166.1
18798,P018799,Shoes,White,XL,Winter,supplierb,35.41,11.64
18799,P018800,Dresses,White,L,Winter,supplierd,72.47,33.94
18800,P018801,Accessories,Green,L,Winter,supplierb,56.6,193.68
18801,P018802,Dresses,Black,M,Winter,suppliera,31.99,15.86
18802,P018803,Dresses,White,L,Summer,supplierd,19.33,129.13
18803,P018804,Bottoms,Unknown,L,Summer,supplierc,58.36,38.22
18804,P018805,Bottoms,Green,XS,Summer,supplierd,34.02,99.79
18805,P018806,Shoes,Black,L,Summer,supplierc,72.93,197.07
18806,P018807,Bottoms,Yellow,S,Summer,supplierd,73.71,135.88
18807,P018808,Bottoms,Red,L,Spring,supplierc,66.18,83.11
18808,P018809,Tops,Yellow,XL,Winter,suppliera,26.12,103.35
18809,P018810,Shoes,Red,M,Spring,supplierd,39.24,55.04
18810,P018811,Shoes,Red,XL,Winter,supplierc,69.26,123.96
18811,P018812,Tops,Red,XS,Spring,supplierb,12.03,165.81
18812,P018813,Shoes,Black,L,Winter,suppliera,11.88,197.89
18813,P018814,Accessories,Red,S,Spring,supplierb,16.93,78.84
18814,P018815,Accessories,Green,XS,Fall,supplierb,60.84,109.69
18815,P018816,Tops,Green,M,Spring,supplierb,59.82,132.57
18816,P018817,Bottoms,Green,L,Summer,supplierc,5.98,96.8
18817,P018818,Accessories,Red,M,Spring,suppliera,48.78,187.26
18818,P018819,Tops,Green,XS,Summer,supplierc,21.06,189.25
18819,P018820,Accessories,Green,S,Fall,supplierd,29.86,24.37
18820,P018821,Dresses,Blue,M,Winter,suppliera,79.74,134.3
18821,P018822,Tops,Red,L,Winter,supplierb,35.92,109.4
18822,P018823,Shoes,Green,XL,Spring,supplierc,31.0,53.64
18823,P018824,Accessories,Yellow,XL,Spring,supplierd,63.33,198.18
18824,P018825,Shoes,Black,M,Fall,suppliera,53.15,102.43
18825,P018826,Tops,Green,S,Winter,supplierc,67.61,31.44
18826,P018827,Accessories,Blue,XS,Summer,suppliera,26.24,57.59
18827,P018828,Shoes,Black,L,Summer,supplierd,15.63,73.05
18828,P018829,Bottoms,Black,M,Spring,supplierc,24.87,46.54
18829,P018830,Bottoms,Yellow,L,Spring,supplierb,33.93,39.05
18830,P018831,Dresses,Yellow,S,Spring,supplierd,23.48,110.98
18831,P018832,Tops,Yellow,XL,Spring,suppliera,53.35,102.48
18832,P018833,Shoes,White,XS,Spring,supplierb,30.38,21.25
18833,P018834,Dresses,Blue,XL,Spring,supplierb,76.32,130.11
18834,P018835,Tops,Blue,XS,Summer,suppliera,45.31,81.25
18835,P018836,Bottoms,Green,XL,Summer,supplierc,22.34,180.61
18836,P018837,Shoes,Blue,M,Winter,suppliera,55.84,127.26
18837,P018838,Accessories,Black,S,Fall,supplierd,36.62,100.18
18838,P018839,Bottoms,Black,XL,Fall,suppliera,5.49,40.48
18839,P018840,Accessories,Green,S,Spring,supplierc,42.67,55.92
18840,P018841,Accessories,Black,XL,Spring,supplierb,33.32,125.41
18841,P018842,Shoes,Green,L,Winter,supplierd,44.07,31.4
18842,P018843,Unknown,Yellow,XL,Winter,suppliera,32.17,109.95
18843,P018844,Accessories,White,XS,Fall,suppliera,14.78,40.69
18844,P018845,Dresses,Blue,L,Winter,suppliera,56.27,83.82
18845,P018846,Accessories,Blue,M,Winter,suppliera,38.15,48.43
18846,P018847,Accessories,Blue,M,Fall,suppliera,11.04,123.89
18847,P018848,Shoes,White,M,Fall,suppliera,77.6,154.2
18848,P018849,Tops,Blue,S,Summer,supplierd,57.7,52.11
18849,P018850,Bottoms,Yellow,M,Winter,supplierb,18.24,125.67
18850,P018851,Shoes,White,XL,Fall,suppliera,66.38,71.82
18851,P018852,Dresses,White,L,Fall,supplierc,28.58,112.97
18852,P018853,Bottoms,Green,XS,Spring,supplierb,49.13,33.63
18853,P018854,Shoes,Yellow,M,Summer,supplierc,15.37,134.64
18854,P018855,Shoes,Red,XS,Winter,supplierc,21.57,10.96
18855,P018856,Tops,Red,S,Spring,suppliera,74.26,35.08
18856,P018857,Dresses,Green,S,Fall,supplierd,75.29,88.26
18857,P018858,Dresses,Green,XS,Fall,supplierc,54.19,78.77
18858,P018859,Unknown,Green,XL,Fall,suppliera,12.99,13.26
18859,P018860,Tops,Blue,XS,Winter,supplierd,71.63,167.57
18860,P018861,Shoes,Black,L,Fall,supplierb,32.99,99.61
18861,P018862,Accessories,Green,M,Spring,supplierc,48.15,76.2
18862,P018863,Accessories,White,XL,Spring,supplierd,50.26,194.52
18863,P018864,Tops,Red,XS,Fall,suppliera,18.67,91.86
18864,P018865,Shoes,Blue,L,Fall,supplierd,24.97,105.24
18865,P018866,Tops,Yellow,XS,Summer,suppliera,45.6,101.32
18866,P018867,Shoes,Black,M,Fall,supplierc,7.15,91.31
18867,P018868,Shoes,Red,S,Winter,supplierb,26.25,66.58
18868,P018869,Accessories,Red,XS,Winter,supplierc,27.07,99.65
18869,P018870,Bottoms,Red,L,Winter,supplierd,38.76,81.28
18870,P018871,Dresses,White,XS,Summer,supplierb,77.72,165.76
18871,P018872,Dresses,White,M,Spring,supplierb,70.19,123.46
18872,P018873,Tops,White,L,Winter,supplierb,19.72,115.87
18873,P018874,Dresses,Black,S,Fall,suppliera,57.71,175.86
18874,P018875,Accessories,Red,M,Spring,supplierb,26.66,112.45
18875,P018876,Bottoms,Green,XS,Winter,supplierb,71.96,114.81
18876,P018877,Shoes,Black,XL,Winter,supplierc,30.17,35.37
18877,P018878,Shoes,White,XS,Winter,supplierc,65.04,168.36
18878,P018879,Accessories,White,S,Fall,suppliera,51.28,59.4
18879,P018880,Dresses,White,XS,Fall,suppliera,63.97,149.41
18880,P018881,Shoes,Yellow,XL,Summer,supplierd,36.45,109.68
18881,P018882,Dresses,Blue,S,Winter,supplierc,14.24,90.15
18882,P018883,Accessories,Yellow,S,Spring,supplierd,52.5,196.39
18883,P018884,Shoes,Unknown,XS,Spring,suppliera,19.27,156.75
18884,P018885,Tops,Green,M,Spring,suppliera,58.47,171.55
18885,P018886,Bottoms,Red,S,Summer,supplierc,43.38,31.02
18886,P018887,Dresses,Black,L,Winter,supplierc,6.64,109.35
18887,P018888,Dresses,Blue,S,Spring,suppliera,18.71,128.97
18888,P018889,Dresses,Black,L,Fall,suppliera,44.73,163.63
18889,P018890,Dresses,White,M,Summer,suppliera,17.53,158.72
18890,P018891,Accessories,White,XL,Summer,suppliera,6.01,127.35
18891,P018892,Accessories,Green,L,Fall,supplierb,64.66,95.28
18892,P018893,Accessories,Red,L,Spring,supplierb,46.07,35.8
18893,P018894,Accessories,Black,XL,Summer,supplierd,61.57,161.17
18894,P018895,Shoes,Yellow,S,Spring,suppliera,56.94,168.63
18895,P018896,Accessories,White,L,Summer,supplierd,29.22,11.35
18896,P018897,Shoes,Green,L,Spring,supplierb,11.0,18.9
18897,P018898,Tops,Green,XL,Fall,suppliera,27.12,22.99
18898,P018899,Accessories,Black,S,Summer,supplierb,54.63,194.35
18899,P018900,Tops,Red,XS,Fall,supplierd,79.7,100.3
18900,P018901,Accessories,Blue,L,Spring,supplierc,69.89,141.61
18901,P018902,Tops,Green,M,Summer,supplierb,14.55,156.18
18902,P018903,Bottoms,Black,XL,Winter,supplierd,58.12,110.75
18903,P018904,Tops,White,L,Winter,supplierd,16.03,60.18
18904,P018905,Shoes,Blue,S,Fall,suppliera,18.44,51.23
18905,P018906,Dresses,Blue,M,Winter,supplierb,67.05,96.43
18906,P018907,Tops,Red,XS,Winter,suppliera,71.3,39.27
18907,P018908,Dresses,Black,M,Spring,suppliera,39.48,182.62
18908,P018909,Bottoms,Red,L,Fall,supplierd,66.69,67.39
18909,P018910,Bottoms,Green,M,Fall,supplierb,8.76,23.24
18910,P018911,Shoes,Green,XS,Winter,suppliera,78.97,66.86
18911,P018912,Shoes,Yellow,S,Summer,supplierc,40.27,150.78
18912,P018913,Tops,Black,XS,Spring,supplierc,55.55,93.09
18913,P018914,Accessories,White,XS,Fall,supplierb,56.77,46.69
18914,P018915,Bottoms,Yellow,XL,Summer,supplierd,70.42,108.84
18915,P018916,Dresses,Yellow,XL,Winter,supplierb,61.58,40.5
18916,P018917,Accessories,Green,XS,Summer,supplierd,7.45,192.88
18917,P018918,Bottoms,Green,M,Winter,suppliera,74.42,60.33
18918,P018919,Tops,White,M,Fall,supplierb,23.19,188.3
18919,P018920,Bottoms,Yellow,XS,Spring,supplierd,16.55,190.98
18920,P018921,Shoes,Blue,M,Winter,suppliera,58.61,100.6
18921,P018922,Dresses,Black,S,Winter,supplierb,14.0,48.18
18922,P018923,Dresses,Blue,M,Spring,supplierc,31.86,198.89
18923,P018924,Shoes,Red,M,Spring,supplierd,79.82,38.59
18924,P018925,Accessories,White,XS,Winter,supplierd,37.36,98.29
18925,P018926,Shoes,Black,M,Summer,supplierc,28.22,80.82
18926,P018927,Dresses,White,M,Summer,supplierd,16.94,180.97
18927,P018928,Tops,White,XL,Fall,suppliera,79.77,33.61
18928,P018929,Accessories,Blue,XL,Winter,supplierc,48.54,171.18
18929,P018930,Bottoms,Blue,M,Spring,supplierc,26.34,184.08
18930,P018931,Tops,Red,M,Winter,supplierd,12.24,73.02
18931,P018932,Accessories,Black,XS,Winter,suppliera,70.36,101.13
18932,P018933,Dresses,White,S,Fall,supplierd,6.63,186.37
18933,P018934,Dresses,Yellow,XL,Spring,suppliera,55.97,81.96
18934,P018935,Tops,Red,L,Summer,supplierd,42.95,138.0
18935,P018936,Accessories,White,M,Spring,suppliera,62.08,75.16
18936,P018937,Bottoms,Red,L,Spring,supplierd,22.04,14.13
18937,P018938,Bottoms,White,XS,Spring,supplierd,34.28,161.78
18938,P018939,Shoes,Blue,L,Fall,supplierd,32.83,190.66
18939,P018940,Tops,Green,S,Summer,suppliera,11.19,160.55
18940,P018941,Unknown,Red,S,Summer,suppliera,53.63,109.93
18941,P018942,Tops,Red,XS,Winter,supplierc,64.14,143.4
18942,P018943,Bottoms,Green,XL,Spring,supplierb,46.34,61.65
18943,P018944,Accessories,Blue,M,Winter,suppliera,22.42,151.72
18944,P018945,Dresses,Red,L,Fall,suppliera,11.97,164.13
18945,P018946,Dresses,Blue,XS,Spring,supplierc,79.08,194.09
18946,P018947,Accessories,Yellow,S,Fall,suppliera,63.51,126.88
18947,P018948,Tops,White,S,Spring,supplierd,29.49,73.34
18948,P018949,Tops,Yellow,XS,Fall,supplierb,69.4,188.1
18949,P018950,Dresses,White,XS,Spring,supplierb,39.74,104.67
18950,P018951,Dresses,Green,XS,Summer,supplierc,75.12,157.46
18951,P018952,Bottoms,Black,L,Summer,supplierb,73.91,176.9
18952,P018953,Accessories,Blue,S,Summer,suppliera,57.3,163.03
18953,P018954,Tops,Black,XS,Winter,supplierc,21.57,181.05
18954,P018955,Bottoms,Black,M,Spring,supplierc,79.14,73.87
18955,P018956,Tops,Blue,XS,Summer,suppliera,53.05,185.56
18956,P018957,Dresses,Black,XS,Fall,supplierb,64.84,178.33
18957,P018958,Accessories,Red,L,Fall,supplierb,44.53,60.88
18958,P018959,Shoes,White,XL,Winter,supplierd,72.77,36.28
18959,P018960,Accessories,Yellow,S,Spring,supplierd,14.51,114.76
18960,P018961,Shoes,Green,XS,Summer,supplierd,50.72,101.67
18961,P018962,Bottoms,Blue,L,Fall,supplierd,38.51,76.88
18962,P018963,Shoes,Green,XL,Spring,supplierd,71.45,134.98
18963,P018964,Shoes,Yellow,XL,Summer,supplierb,52.43,69.21
18964,P018965,Bottoms,White,XL,Summer,supplierd,61.58,188.22
18965,P018966,Accessories,Green,XS,Spring,suppliera,47.93,74.38
18966,P018967,Bottoms,Blue,XS,Fall,suppliera,24.3,77.48
18967,P018968,Dresses,Green,L,Fall,supplierb,28.83,41.16
18968,P018969,Dresses,Black,S,Winter,supplierb,37.15,133.32
18969,P018970,Shoes,Black,L,Winter,suppliera,74.51,139.15
18970,P018971,Bottoms,White,XL,Winter,supplierd,7.64,82.47
18971,P018972,Bottoms,Black,M,Fall,suppliera,20.24,38.04
18972,P018973,Bottoms,Green,S,Winter,supplierb,52.21,115.77
18973,P018974,Accessories,Red,L,Fall,supplierb,17.53,96.64
18974,P018975,Tops,Green,S,Spring,supplierc,11.98,110.42
18975,P018976,Tops,Red,M,Winter,supplierb,65.14,99.62
18976,P018977,Tops,Green,XL,Summer,suppliera,53.94,112.25
18977,P018978,Accessories,Red,L,Winter,supplierc,71.88,13.17
18978,P018979,Bottoms,Red,S,Summer,suppliera,36.83,128.34
18979,P018980,Tops,Blue,S,Fall,supplierb,8.42,124.84
18980,P018981,Bottoms,Blue,XS,Fall,supplierc,14.78,14.78
18981,P018982,Shoes,Yellow,XL,Fall,supplierb,55.36,34.5
18982,P018983,Tops,Green,L,Spring,suppliera,55.39,85.95
18983,P018984,Shoes,Black,XL,Winter,suppliera,20.87,129.66
18984,P018985,Accessories,Blue,XS,Spring,suppliera,12.8,92.47
18985,P018986,Dresses,Red,M,Winter,supplierb,60.77,117.58
18986,P018987,Accessories,Green,XL,Summer,supplierc,50.9,71.14
18987,P018988,Accessories,Black,XS,Summer,suppliera,46.74,48.5
18988,P018989,Accessories,Green,M,Fall,supplierb,44.25,119.25
18989,P018990,Tops,Red,XL,Summer,supplierb,38.03,181.24
18990,P018991,Shoes,Blue,M,Winter,supplierd,42.5,91.4
18991,P018992,Tops,Blue,L,Fall,suppliera,46.05,171.69
18992,P018993,Dresses,White,S,Fall,supplierc,5.71,52.45
18993,P018994,Accessories,White,M,Fall,supplierc,18.36,67.84
18994,P018995,Bottoms,Yellow,S,Spring,supplierc,9.2,129.83
18995,P018996,Dresses,Yellow,L,Summer,supplierb,71.1,39.62
18996,P018997,Shoes,Yellow,M,Winter,supplierb,60.74,80.67
18997,P018998,Dresses,Green,S,Summer,suppliera,70.66,61.3
18998,P018999,Tops,Green,M,Spring,supplierd,63.76,113.72
18999,P019000,Bottoms,Black,XS,Winter,supplierb,43.63,30.11
19000,P019001,Tops,Yellow,M,Summer,suppliera,58.64,95.12
19001,P019002,Accessories,Blue,M,Winter,supplierd,62.43,120.08
19002,P019003,Accessories,Yellow,XL,Fall,supplierc,32.55,144.47
19003,P019004,Dresses,Unknown,XL,Spring,supplierc,55.76,147.63
19004,P019005,Accessories,Unknown,L,Spring,supplierd,36.49,185.55
19005,P019006,Accessories,White,L,Spring,supplierd,62.7,21.53
19006,P019007,Shoes,Red,L,Fall,supplierd,28.57,10.81
19007,P019008,Shoes,Red,S,Winter,suppliera,54.87,165.08
19008,P019009,Tops,Yellow,L,Fall,supplierc,42.42,59.05
19009,P019010,Tops,White,L,Spring,supplierb,37.13,188.87
19010,P019011,Shoes,Green,XL,Winter,supplierb,58.62,21.11
19011,P019012,Dresses,Yellow,M,Winter,supplierc,32.09,191.08
19012,P019013,Shoes,Yellow,L,Winter,suppliera,21.42,80.14
19013,P019014,Tops,Blue,L,Spring,supplierc,78.54,146.5
19014,P019015,Bottoms,Blue,M,Summer,supplierb,16.09,196.15
19015,P019016,Accessories,Yellow,XL,Fall,suppliera,39.34,55.64
19016,P019017,Bottoms,Blue,XL,Winter,supplierc,27.81,176.74
19017,P019018,Bottoms,Red,M,Summer,supplierd,34.15,196.58
19018,P019019,Accessories,Green,XL,Winter,supplierb,57.27,20.56
19019,P019020,Shoes,Yellow,XL,Winter,suppliera,73.53,140.27
19020,P019021,Dresses,Red,XS,Fall,supplierb,62.49,37.1
19021,P019022,Bottoms,Green,S,Summer,supplierd,35.29,26.08
19022,P019023,Dresses,White,M,Spring,suppliera,31.43,144.09
19023,P019024,Tops,Green,S,Winter,suppliera,41.69,36.62
19024,P019025,Bottoms,Red,M,Summer,supplierb,52.41,146.07
19025,P019026,Tops,Blue,XS,Fall,supplierb,50.51,122.08
19026,P019027,Shoes,Red,M,Winter,supplierb,31.38,189.83
19027,P019028,Bottoms,White,M,Summer,supplierc,36.67,83.07
19028,P019029,Tops,Blue,M,Fall,supplierb,69.36,77.85
19029,P019030,Tops,Red,XS,Spring,supplierb,41.98,64.86
19030,P019031,Shoes,Blue,XL,Spring,supplierd,6.81,49.44
19031,P019032,Dresses,White,L,Summer,suppliera,35.62,81.49
19032,P019033,Dresses,Green,S,Spring,supplierd,34.82,98.25
19033,P019034,Bottoms,Green,S,Winter,supplierc,55.81,145.77
19034,P019035,Shoes,Black,S,Summer,supplierc,53.05,158.62
19035,P019036,Bottoms,Blue,L,Summer,suppliera,60.54,163.25
19036,P019037,Dresses,Yellow,XL,Spring,supplierc,78.09,107.09
19037,P019038,Shoes,White,XS,Spring,suppliera,52.17,150.35
19038,P019039,Accessories,Red,M,Fall,supplierc,17.77,186.56
19039,P019040,Shoes,Yellow,M,Fall,supplierd,67.97,78.66
19040,P019041,Shoes,Red,XL,Fall,suppliera,67.23,103.92
19041,P019042,Accessories,Black,XS,Summer,supplierd,48.45,199.29
19042,P019043,Tops,Red,M,Spring,supplierd,62.23,151.47
19043,P019044,Tops,White,XS,Spring,supplierd,9.03,130.94
19044,P019045,Tops,White,XL,Spring,supplierb,79.2,99.88
19045,P019046,Dresses,Green,XL,Spring,supplierc,49.51,152.26
19046,P019047,Shoes,Blue,XL,Fall,suppliera,79.63,62.46
19047,P019048,Accessories,Blue,M,Summer,supplierc,76.26,167.06
19048,P019049,Dresses,Red,XS,Winter,supplierb,10.35,178.48
19049,P019050,Accessories,Blue,S,Summer,supplierd,32.67,172.57
19050,P019051,Dresses,Black,S,Spring,suppliera,63.66,177.69
19051,P019052,Dresses,Blue,M,Summer,suppliera,51.85,152.8
19052,P019053,Dresses,Yellow,L,Spring,supplierb,18.93,25.73
19053,P019054,Accessories,Red,L,Winter,supplierb,29.17,182.49
19054,P019055,Bottoms,Blue,XL,Winter,supplierd,13.44,37.18
19055,P019056,Dresses,Yellow,XS,Summer,supplierb,19.4,115.99
19056,P019057,Tops,Unknown,S,Spring,supplierc,71.18,25.56
19057,P019058,Shoes,White,XL,Winter,supplierd,64.94,18.15
19058,P019059,Bottoms,Green,M,Fall,supplierd,45.32,188.84
19059,P019060,Bottoms,Green,L,Spring,supplierc,45.58,132.65
19060,P019061,Accessories,Green,M,Summer,supplierb,28.77,165.3
19061,P019062,Bottoms,Green,XS,Spring,suppliera,67.79,42.78
19062,P019063,Accessories,Blue,XS,Fall,suppliera,37.16,154.45
19063,P019064,Accessories,Yellow,XS,Summer,suppliera,42.33,75.95
19064,P019065,Tops,Red,L,Fall,suppliera,73.61,90.72
19065,P019066,Dresses,Blue,L,Fall,supplierd,46.54,45.82
19066,P019067,Bottoms,Red,XL,Summer,supplierd,22.6,151.06
19067,P019068,Dresses,Red,M,Summer,supplierd,7.86,119.97
19068,P019069,Dresses,Red,S,Winter,supplierc,9.56,173.91
19069,P019070,Dresses,Red,S,Summer,supplierd,33.85,93.14
19070,P019071,Accessories,White,S,Winter,supplierb,17.55,137.19
19071,P019072,Dresses,Yellow,L,Winter,supplierb,58.67,64.66
19072,P019073,Bottoms,Red,XL,Fall,supplierb,41.72,78.57
19073,P019074,Accessories,Blue,XS,Summer,supplierc,41.23,155.31
19074,P019075,Unknown,Red,XS,Spring,suppliera,72.55,44.05
19075,P019076,Accessories,White,XL,Spring,supplierb,37.83,177.66
19076,P019077,Shoes,Blue,L,Winter,supplierd,23.46,66.87
19077,P019078,Shoes,Yellow,S,Winter,suppliera,42.56,78.28
19078,P019079,Shoes,Black,M,Spring,supplierb,18.78,113.34
19079,P019080,Unknown,Blue,L,Winter,supplierb,48.68,72.16
19080,P019081,Accessories,White,S,Winter,supplierd,78.13,97.09
19081,P019082,Dresses,Yellow,XS,Spring,supplierb,34.09,70.88
19082,P019083,Tops,White,XL,Summer,supplierd,37.21,176.81
19083,P019084,Tops,Green,XL,Winter,supplierb,55.24,35.5
19084,P019085,Shoes,Black,S,Spring,supplierb,45.14,90.52
19085,P019086,Dresses,Red,L,Fall,supplierc,76.58,50.07
19086,P019087,Bottoms,White,S,Winter,supplierd,5.27,42.31
19087,P019088,Dresses,Green,L,Fall,suppliera,13.91,195.76
19088,P019089,Bottoms,Unknown,XS,Winter,suppliera,33.97,73.43
19089,P019090,Tops,Yellow,XL,Winter,supplierc,40.88,91.26
19090,P019091,Dresses,Red,L,Winter,supplierd,56.93,87.28
19091,P019092,Dresses,Yellow,XS,Fall,suppliera,56.7,143.12
19092,P019093,Tops,Blue,M,Summer,supplierc,50.97,197.24
19093,P019094,Dresses,Black,S,Fall,supplierb,48.49,52.35
19094,P019095,Bottoms,Red,L,Winter,suppliera,21.43,169.11
19095,P019096,Dresses,Yellow,S,Spring,suppliera,18.43,94.76
